Player,Nation,Team,Pos,Age,MP,Starts,Min,Goals,Assists,Yellow_Card,Red_Card,stand_xG,xAG,PrgC,PrgP,PrgR,Gls,Ast,xG,xGA,GA90,Save%,CS%,PKsv%,SoT%,SoT/90,G/Sh,Dist,Cmp,Cmp%,TotDist,Short_Cmp%,Medium_Cmp%,KP,1/3,PPA,CrsPA,PrgP_passing,SCA,SCA90,GCA,GCA90,Tkl,TklW,Att,Lost,Blocks,Sh,Pass,Int,Touches,Def_Pen,Def_3rd,Mid_3rd,Att_3rd,Att_Pen,Att_take_ons,Succ%,Tkld%,Carries,ProDist,ProgC,1/3_carries,CPA,Mis,Dis,Rec,PrgR_possession,Fls,Fld,Off,Crs,Recov,Won,Won%,Available_Data_Count
Ryan Christie,sct SCO,Bournemouth,MF,30-064,29.0,27.0,2117.0,2.0,3.0,9.0,0.0,1.8,3.5,34.0,137.0,44.0,0.09,0.13,0.08,0.15,N/a,N/a,N/a,N/a,36.4,0.51,0.06,19.6,1056.0,79.3,14882.0,88.2,87.9,41.0,118.0,33.0,5.0,137.0,85.0,3.62,9.0,0.38,54.0,33.0,64.0,28.0,44.0,11.0,33.0,30.0,1376.0,74.0,256.0,773.0,372.0,46.0,48.0,47.9,45.8,726.0,1773.0,34.0,40.0,8.0,44.0,25.0,777.0,44.0,43.0,31.0,1.0,48.0,182.0,20.0,41.7,72
Ryan Fraser,sct SCO,Southampton,"FW,DF",31-062,8.0,4.0,306.0,0.0,0.0,0.0,1.0,0.0,0.1,10.0,8.0,18.0,0.0,0.0,0.01,0.03,N/a,N/a,N/a,N/a,100.0,0.29,0.0,31.6,103.0,74.8,1121.0,93.5,70.0,2.0,3.0,1.0,0.0,8.0,5.0,1.47,0.0,0.0,6.0,2.0,6.0,3.0,1.0,1.0,0.0,1.0,131.0,12.0,45.0,50.0,37.0,3.0,3.0,66.7,33.3,74.0,252.0,10.0,5.0,2.0,4.0,2.0,94.0,18.0,1.0,4.0,1.0,12.0,10.0,2.0,40.0,72
Ryan Gravenberch,nl NED,Liverpool,MF,22-346,33.0,33.0,2831.0,0.0,3.0,5.0,0.0,1.0,2.8,62.0,160.0,54.0,0.0,0.1,0.03,0.09,N/a,N/a,N/a,N/a,23.5,0.13,0.0,24.2,1754.0,88.9,23289.0,92.4,91.9,24.0,135.0,31.0,1.0,160.0,63.0,2.0,6.0,0.19,62.0,32.0,49.0,13.0,33.0,10.0,23.0,56.0,2119.0,103.0,429.0,1243.0,474.0,23.0,70.0,47.1,37.1,1257.0,3302.0,62.0,70.0,9.0,45.0,19.0,1515.0,54.0,40.0,46.0,0.0,6.0,174.0,25.0,65.8,72
Ryan Manning,ie IRL,Southampton,"DF,MF",28-317,22.0,17.0,1369.0,0.0,1.0,2.0,0.0,0.3,3.0,13.0,32.0,70.0,0.0,0.07,0.02,0.2,N/a,N/a,N/a,N/a,14.3,0.07,0.0,20.8,731.0,78.2,9545.0,92.4,81.3,30.0,26.0,11.0,8.0,32.0,45.0,2.96,3.0,0.2,28.0,17.0,26.0,5.0,19.0,11.0,8.0,16.0,883.0,67.0,237.0,359.0,296.0,21.0,33.0,33.3,42.4,446.0,889.0,13.0,13.0,4.0,17.0,5.0,527.0,70.0,19.0,30.0,0.0,77.0,61.0,13.0,72.2,72
Ryan Sessegnon,eng ENG,Fulham,"FW,DF",24-344,12.0,5.0,414.0,4.0,2.0,0.0,0.0,1.5,0.8,11.0,14.0,46.0,0.87,0.43,0.34,0.18,N/a,N/a,N/a,N/a,53.8,1.52,0.31,12.6,145.0,74.5,1520.0,84.7,68.3,9.0,7.0,3.0,1.0,14.0,15.0,3.25,3.0,0.65,18.0,9.0,12.0,9.0,8.0,0.0,8.0,2.0,230.0,10.0,51.0,79.0,105.0,35.0,13.0,38.5,53.8,116.0,382.0,11.0,8.0,8.0,13.0,6.0,134.0,46.0,14.0,4.0,1.0,13.0,20.0,7.0,43.8,72
Ryan Yates,eng ENG,Nott'ham Forest,MF,27-157,30.0,17.0,1775.0,2.0,1.0,9.0,0.0,2.3,1.1,17.0,45.0,12.0,0.1,0.05,0.11,0.06,N/a,N/a,N/a,N/a,29.0,0.46,0.06,18.9,681.0,82.1,8140.0,88.8,85.8,17.0,44.0,4.0,0.0,45.0,35.0,1.77,3.0,0.15,40.0,21.0,36.0,30.0,34.0,8.0,26.0,25.0,948.0,74.0,253.0,463.0,242.0,38.0,18.0,50.0,27.8,380.0,850.0,17.0,18.0,1.0,23.0,18.0,490.0,12.0,49.0,46.0,6.0,3.0,89.0,43.0,58.9,72
Rúben Dias,pt POR,Manchester City,DF,27-348,23.0,21.0,1911.0,0.0,0.0,4.0,0.0,1.4,0.3,34.0,120.0,6.0,0.0,0.0,0.07,0.01,N/a,N/a,N/a,N/a,29.4,0.24,0.0,18.4,1984.0,93.3,31998.0,96.9,96.2,5.0,178.0,5.0,0.0,120.0,22.0,1.04,1.0,0.05,15.0,9.0,9.0,29.0,17.0,14.0,3.0,18.0,2133.0,188.0,711.0,1175.0,251.0,22.0,3.0,66.7,33.3,1524.0,5097.0,34.0,53.0,1.0,6.0,1.0,1738.0,6.0,11.0,8.0,0.0,3.0,65.0,30.0,50.8,72
Sam Johnstone,eng ENG,Wolves,GK,32-033,7.0,7.0,630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.43,61.5,0.0,0.0,N/a,0.0,N/a,N/a,278.0,66.2,5548.0,96.9,97.6,1.0,6.0,0.0,0.0,0.0,2.0,0.29,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,306.0,229.0,304.0,2.0,0.0,0.0,0.0,N/a,N/a,196.0,756.0,0.0,0.0,0.0,0.0,0.0,179.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,100.0,71
Sam Morsy,eg EGY,Ipswich Town,MF,33-229,29.0,27.0,2419.0,1.0,1.0,9.0,0.0,0.3,0.8,14.0,103.0,10.0,0.04,0.04,0.01,0.03,N/a,N/a,N/a,N/a,22.2,0.07,0.11,26.3,1256.0,86.3,17420.0,93.2,91.5,18.0,128.0,13.0,2.0,103.0,39.0,1.45,2.0,0.07,60.0,34.0,56.0,23.0,31.0,12.0,19.0,28.0,1468.0,85.0,439.0,834.0,209.0,4.0,20.0,60.0,30.0,747.0,1720.0,14.0,20.0,2.0,15.0,10.0,983.0,10.0,44.0,23.0,0.0,12.0,137.0,16.0,41.0,72
Sammie Szmodics,ie IRL,Ipswich Town,"FW,MF",29-215,19.0,13.0,979.0,4.0,0.0,2.0,0.0,3.4,0.2,16.0,18.0,46.0,0.37,0.0,0.31,0.02,N/a,N/a,N/a,N/a,57.1,1.1,0.19,14.0,194.0,74.2,2402.0,87.0,84.4,4.0,10.0,4.0,1.0,18.0,9.0,0.83,0.0,0.0,15.0,9.0,23.0,11.0,10.0,2.0,8.0,6.0,309.0,17.0,80.0,119.0,116.0,33.0,12.0,33.3,50.0,174.0,399.0,16.0,8.0,7.0,24.0,17.0,189.0,46.0,9.0,8.0,8.0,13.0,41.0,6.0,35.3,72
Sander Berge,no NOR,Fulham,MF,27-072,27.0,23.0,2017.0,0.0,0.0,4.0,0.0,0.2,0.6,27.0,110.0,8.0,0.0,0.0,0.01,0.03,N/a,N/a,N/a,N/a,0.0,0.0,0.0,7.6,1078.0,91.3,17529.0,91.6,94.4,17.0,104.0,4.0,0.0,110.0,41.0,1.83,2.0,0.09,48.0,28.0,37.0,20.0,26.0,8.0,18.0,20.0,1254.0,75.0,345.0,719.0,196.0,13.0,20.0,55.0,30.0,733.0,1793.0,27.0,22.0,2.0,11.0,15.0,808.0,8.0,27.0,8.0,0.0,3.0,116.0,25.0,55.6,72
Sandro Tonali,it ITA,Newcastle Utd,MF,24-354,32.0,24.0,2270.0,3.0,2.0,5.0,0.0,3.7,1.3,33.0,113.0,47.0,0.12,0.08,0.15,0.05,N/a,N/a,N/a,N/a,32.3,0.4,0.1,19.5,1302.0,83.6,17125.0,89.8,87.0,20.0,87.0,24.0,4.0,113.0,60.0,2.38,8.0,0.32,46.0,29.0,43.0,11.0,30.0,10.0,20.0,30.0,1553.0,60.0,355.0,859.0,365.0,40.0,34.0,55.9,35.3,836.0,1955.0,33.0,33.0,5.0,25.0,24.0,1075.0,47.0,36.0,40.0,2.0,30.0,162.0,12.0,52.2,72
Santiago Bueno,uy URU,Wolves,DF,26-169,27.0,18.0,1678.0,0.0,0.0,2.0,0.0,0.4,0.0,1.0,28.0,1.0,0.0,0.0,0.02,0.0,N/a,N/a,N/a,N/a,50.0,0.16,0.0,14.0,828.0,88.2,13408.0,92.4,94.0,0.0,24.0,2.0,0.0,28.0,12.0,0.64,4.0,0.21,40.0,21.0,22.0,31.0,35.0,20.0,15.0,15.0,1008.0,168.0,510.0,480.0,21.0,6.0,4.0,0.0,100.0,547.0,1429.0,1.0,2.0,0.0,2.0,2.0,650.0,1.0,26.0,5.0,0.0,0.0,43.0,34.0,52.3,72
Saša Lukić,rs SRB,Fulham,MF,28-257,27.0,25.0,2079.0,0.0,2.0,12.0,0.0,1.0,2.6,37.0,87.0,29.0,0.0,0.09,0.04,0.11,N/a,N/a,N/a,N/a,13.3,0.09,0.0,20.9,1129.0,87.9,16703.0,92.2,92.3,23.0,93.0,14.0,5.0,87.0,50.0,2.17,3.0,0.13,62.0,36.0,49.0,23.0,17.0,7.0,10.0,25.0,1341.0,49.0,291.0,766.0,297.0,15.0,17.0,47.1,29.4,749.0,2015.0,37.0,37.0,4.0,20.0,7.0,860.0,29.0,58.0,25.0,0.0,53.0,103.0,18.0,43.9,72
Sean Longstaff,eng ENG,Newcastle Utd,MF,27-179,24.0,8.0,797.0,0.0,0.0,2.0,0.0,0.6,0.2,4.0,40.0,22.0,0.0,0.0,0.07,0.02,N/a,N/a,N/a,N/a,16.7,0.11,0.0,13.5,348.0,84.5,4403.0,87.0,92.5,4.0,26.0,1.0,0.0,40.0,14.0,1.58,2.0,0.23,27.0,16.0,27.0,7.0,17.0,5.0,12.0,7.0,433.0,23.0,122.0,193.0,121.0,21.0,7.0,28.6,57.1,248.0,429.0,4.0,10.0,2.0,9.0,7.0,308.0,22.0,9.0,6.0,0.0,5.0,31.0,7.0,50.0,72
Sepp van den Berg,nl NED,Brentford,DF,23-128,26.0,24.0,2136.0,0.0,0.0,2.0,0.0,1.4,0.2,8.0,66.0,27.0,0.0,0.0,0.06,0.01,N/a,N/a,N/a,N/a,28.6,0.17,0.0,10.9,1044.0,83.9,15011.0,87.0,88.3,4.0,55.0,3.0,1.0,66.0,20.0,0.84,2.0,0.08,35.0,22.0,25.0,62.0,47.0,33.0,14.0,19.0,1329.0,236.0,673.0,502.0,157.0,40.0,7.0,57.1,42.9,583.0,1446.0,8.0,9.0,0.0,14.0,6.0,742.0,27.0,19.0,5.0,1.0,7.0,79.0,79.0,56.0,72
Sergio Reguilón,es ESP,Tottenham,DF,28-132,3.0,0.0,123.0,0.0,0.0,2.0,0.0,0.1,0.0,4.0,12.0,10.0,0.0,0.0,0.05,0.02,N/a,N/a,N/a,N/a,0.0,0.0,0.0,5.4,105.0,69.5,1144.0,75.0,76.6,1.0,11.0,2.0,1.0,12.0,1.0,0.73,0.0,0.0,4.0,3.0,3.0,2.0,4.0,0.0,4.0,2.0,121.0,2.0,28.0,61.0,33.0,3.0,4.0,50.0,0.0,64.0,180.0,4.0,2.0,1.0,1.0,1.0,74.0,10.0,2.0,5.0,0.0,10.0,9.0,5.0,71.4,72
Simon Adingra,ci CIV,Brighton,"FW,MF",23-116,25.0,9.0,888.0,2.0,1.0,0.0,0.0,2.2,1.8,35.0,14.0,115.0,0.2,0.1,0.22,0.18,N/a,N/a,N/a,N/a,28.0,0.71,0.08,16.2,310.0,74.8,3428.0,86.6,72.9,13.0,5.0,12.0,5.0,14.0,38.0,3.85,7.0,0.71,21.0,14.0,21.0,3.0,11.0,0.0,11.0,8.0,457.0,6.0,59.0,141.0,262.0,62.0,46.0,43.5,56.5,301.0,934.0,35.0,17.0,19.0,33.0,10.0,316.0,115.0,10.0,2.0,2.0,34.0,38.0,5.0,62.5,72
Solly March,eng ENG,Brighton,"FW,MF",30-281,8.0,1.0,167.0,0.0,0.0,2.0,0.0,0.1,0.3,4.0,3.0,21.0,0.0,0.0,0.04,0.15,N/a,N/a,N/a,N/a,0.0,0.0,0.0,24.3,95.0,63.2,1013.0,87.2,59.3,3.0,3.0,4.0,4.0,3.0,7.0,3.77,2.0,1.08,6.0,3.0,8.0,2.0,3.0,0.0,3.0,2.0,118.0,3.0,12.0,35.0,71.0,5.0,4.0,25.0,75.0,57.0,128.0,4.0,2.0,1.0,3.0,1.0,67.0,21.0,2.0,2.0,3.0,20.0,7.0,1.0,33.3,72
Son Heung-min,kr KOR,Tottenham,FW,32-293,28.0,23.0,2004.0,7.0,9.0,1.0,0.0,7.0,8.2,87.0,104.0,259.0,0.31,0.4,0.31,0.37,N/a,N/a,N/a,N/a,45.3,1.08,0.11,17.0,890.0,79.0,9833.0,89.7,80.0,50.0,36.0,51.0,6.0,104.0,116.0,5.21,15.0,0.67,17.0,9.0,23.0,11.0,10.0,0.0,10.0,5.0,1093.0,15.0,110.0,347.0,646.0,117.0,82.0,35.4,48.8,732.0,2334.0,87.0,45.0,40.0,25.0,29.0,837.0,259.0,5.0,28.0,11.0,75.0,81.0,6.0,35.3,72
Stefan Ortega,de GER,Manchester City,GK,32-172,13.0,12.0,1100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,68.0,25.0,0.0,N/a,0.0,N/a,N/a,459.0,81.3,8327.0,97.1,96.9,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,492.0,383.0,489.0,3.0,0.0,0.0,0.0,N/a,N/a,323.0,864.0,0.0,0.0,0.0,0.0,0.0,309.0,0.0,1.0,2.0,0.0,0.0,8.0,2.0,100.0,71
Stephy Mavididi,eng ENG,Leicester City,FW,26-331,30.0,16.0,1615.0,4.0,1.0,2.0,0.0,1.8,2.6,91.0,57.0,138.0,0.22,0.06,0.1,0.15,N/a,N/a,N/a,N/a,26.9,0.39,0.15,16.1,613.0,75.0,6191.0,91.1,67.4,22.0,32.0,26.0,7.0,57.0,50.0,2.78,7.0,0.39,34.0,19.0,42.0,15.0,26.0,2.0,24.0,11.0,863.0,23.0,132.0,327.0,421.0,61.0,95.0,36.8,49.5,583.0,2355.0,91.0,40.0,27.0,39.0,35.0,623.0,138.0,18.0,18.0,3.0,69.0,83.0,9.0,37.5,72
Sven Botman,nl NED,Newcastle Utd,DF,25-105,4.0,3.0,232.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.01,0.0,N/a,N/a,N/a,N/a,0.0,0.0,0.0,11.7,135.0,88.1,2026.0,85.1,98.1,0.0,9.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,4.0,3.0,6.0,2.0,1.0,1.0,4.0,165.0,24.0,67.0,93.0,6.0,5.0,3.0,33.3,33.3,85.0,178.0,0.0,1.0,0.0,1.0,1.0,107.0,0.0,4.0,2.0,0.0,0.0,8.0,11.0,64.7,72
Sávio,br BRA,Manchester City,"FW,MF",21-017,27.0,21.0,1734.0,1.0,8.0,3.0,0.0,4.9,6.8,133.0,66.0,239.0,0.05,0.42,0.25,0.35,N/a,N/a,N/a,N/a,38.9,1.09,0.02,17.7,836.0,80.9,10078.0,89.8,80.1,44.0,19.0,47.0,8.0,66.0,107.0,5.55,15.0,0.78,22.0,16.0,18.0,2.0,13.0,2.0,11.0,6.0,1071.0,14.0,55.0,281.0,754.0,149.0,111.0,45.9,35.1,766.0,3494.0,133.0,44.0,73.0,42.0,37.0,834.0,239.0,17.0,27.0,3.0,81.0,79.0,1.0,33.3,72
Séamus Coleman,ie IRL,Everton,DF,36-198,3.0,2.0,197.0,0.0,0.0,1.0,0.0,0.6,0.0,1.0,8.0,2.0,0.0,0.0,0.26,0.0,N/a,N/a,N/a,N/a,100.0,0.46,0.0,10.5,79.0,72.2,1046.0,93.1,77.4,0.0,6.0,0.0,0.0,8.0,2.0,0.91,1.0,0.46,2.0,1.0,3.0,1.0,5.0,3.0,2.0,1.0,100.0,11.0,39.0,43.0,19.0,2.0,5.0,80.0,20.0,43.0,109.0,1.0,1.0,0.0,1.0,1.0,51.0,2.0,0.0,1.0,0.0,3.0,7.0,1.0,50.0,72
Taiwo Awoniyi,ng NGA,Nott'ham Forest,FW,27-258,24.0,3.0,378.0,1.0,0.0,0.0,0.0,2.1,0.1,6.0,7.0,19.0,0.24,0.0,0.5,0.03,N/a,N/a,N/a,N/a,40.0,0.95,0.1,12.6,91.0,64.8,688.0,72.7,56.0,2.0,5.0,2.0,0.0,7.0,9.0,2.14,1.0,0.24,6.0,3.0,5.0,33.0,1.0,0.0,1.0,0.0,159.0,5.0,15.0,72.0,73.0,21.0,8.0,37.5,62.5,88.0,183.0,6.0,5.0,2.0,17.0,19.0,110.0,19.0,8.0,10.0,1.0,2.0,17.0,12.0,26.7,72
Tariq Lamptey,gh GHA,Brighton,DF,24-209,13.0,9.0,765.0,2.0,2.0,0.0,0.0,0.4,0.8,25.0,12.0,40.0,0.24,0.24,0.05,0.09,N/a,N/a,N/a,N/a,33.3,0.24,0.33,18.5,381.0,82.4,4884.0,93.4,80.0,5.0,11.0,5.0,4.0,12.0,15.0,1.76,3.0,0.35,14.0,10.0,22.0,12.0,12.0,5.0,7.0,6.0,489.0,25.0,147.0,208.0,137.0,9.0,27.0,33.3,55.6,267.0,893.0,25.0,13.0,2.0,9.0,4.0,276.0,40.0,12.0,10.0,0.0,24.0,35.0,1.0,7.7,72
Taylor Harwood-Bellis,eng ENG,Southampton,DF,23-087,31.0,29.0,2564.0,1.0,0.0,8.0,0.0,1.7,1.0,28.0,116.0,9.0,0.04,0.0,0.06,0.03,N/a,N/a,N/a,N/a,36.8,0.25,0.05,10.6,1979.0,88.0,32305.0,93.0,92.0,14.0,168.0,9.0,0.0,116.0,37.0,1.3,2.0,0.07,27.0,19.0,33.0,40.0,59.0,37.0,22.0,30.0,2267.0,305.0,1054.0,1051.0,171.0,38.0,3.0,100.0,0.0,1304.0,3602.0,28.0,27.0,0.0,15.0,5.0,1641.0,9.0,32.0,13.0,0.0,9.0,115.0,52.0,56.5,72
Thiago,br BRA,Brentford,FW,23-305,4.0,1.0,132.0,0.0,0.0,0.0,0.0,0.1,0.1,3.0,2.0,4.0,0.0,0.0,0.07,0.05,N/a,N/a,N/a,N/a,0.0,0.0,0.0,14.7,39.0,71.8,428.0,70.0,75.0,2.0,1.0,1.0,0.0,2.0,2.0,1.36,0.0,0.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,2.0,56.0,6.0,11.0,23.0,23.0,2.0,3.0,66.7,33.3,34.0,42.0,3.0,2.0,1.0,5.0,1.0,35.0,4.0,3.0,3.0,1.0,1.0,9.0,4.0,57.1,72
Thomas Partey,gh GHA,Arsenal,"MF,DF",31-318,31.0,27.0,2437.0,4.0,2.0,4.0,0.0,2.0,1.9,31.0,165.0,45.0,0.15,0.07,0.07,0.07,N/a,N/a,N/a,N/a,30.4,0.26,0.17,19.5,1695.0,87.7,23752.0,93.0,89.0,17.0,146.0,33.0,2.0,165.0,56.0,2.07,13.0,0.48,79.0,48.0,68.0,21.0,23.0,7.0,16.0,32.0,1928.0,64.0,401.0,1061.0,477.0,27.0,30.0,66.7,26.7,1087.0,3091.0,31.0,36.0,3.0,20.0,14.0,1373.0,45.0,39.0,27.0,1.0,12.0,120.0,26.0,55.3,72
Tim Iroegbunam,eng ENG,Everton,MF,21-301,16.0,5.0,566.0,0.0,1.0,4.0,0.0,0.2,0.2,8.0,14.0,9.0,0.0,0.16,0.04,0.03,N/a,N/a,N/a,N/a,0.0,0.0,0.0,22.5,150.0,72.7,1830.0,73.1,84.0,3.0,10.0,1.0,0.0,14.0,10.0,1.59,1.0,0.16,27.0,13.0,22.0,4.0,16.0,4.0,12.0,15.0,255.0,21.0,80.0,122.0,59.0,12.0,20.0,40.0,40.0,121.0,360.0,8.0,10.0,2.0,10.0,18.0,110.0,9.0,15.0,11.0,0.0,1.0,47.0,9.0,69.2,72
Timo Werner,de GER,Tottenham,"FW,MF",29-052,18.0,4.0,516.0,0.0,3.0,0.0,0.0,1.0,2.5,42.0,30.0,89.0,0.0,0.52,0.17,0.44,N/a,N/a,N/a,N/a,37.5,0.52,0.0,18.2,236.0,66.9,2383.0,82.5,70.9,10.0,3.0,15.0,2.0,30.0,18.0,3.13,3.0,0.52,6.0,4.0,13.0,1.0,10.0,1.0,9.0,1.0,298.0,8.0,24.0,78.0,203.0,33.0,19.0,52.6,42.1,215.0,1062.0,42.0,24.0,18.0,14.0,6.0,227.0,89.0,3.0,5.0,5.0,28.0,18.0,0.0,0.0,72
Timothy Castagne,be BEL,Fulham,DF,29-143,23.0,17.0,1625.0,0.0,1.0,1.0,0.0,0.4,1.2,17.0,61.0,67.0,0.0,0.06,0.02,0.07,N/a,N/a,N/a,N/a,37.5,0.17,0.0,14.0,939.0,81.8,12239.0,89.9,85.8,9.0,51.0,5.0,3.0,61.0,25.0,1.38,3.0,0.17,46.0,29.0,45.0,35.0,15.0,6.0,9.0,22.0,1149.0,91.0,444.0,458.0,253.0,32.0,12.0,41.7,41.7,542.0,1043.0,17.0,15.0,2.0,15.0,5.0,657.0,67.0,15.0,6.0,1.0,37.0,55.0,34.0,49.3,72
Toby Collyer,eng ENG,Manchester Utd,MF,21-114,6.0,0.0,179.0,0.0,0.0,0.0,0.0,0.2,0.3,0.0,5.0,2.0,0.0,0.0,0.09,0.13,N/a,N/a,N/a,N/a,0.0,0.0,0.0,6.2,92.0,82.6,1127.0,86.0,86.5,2.0,3.0,1.0,0.0,5.0,5.0,2.5,0.0,0.0,12.0,9.0,6.0,1.0,2.0,1.0,1.0,2.0,129.0,9.0,46.0,59.0,25.0,3.0,2.0,50.0,50.0,68.0,56.0,0.0,0.0,0.0,11.0,1.0,71.0,2.0,2.0,4.0,0.0,0.0,17.0,3.0,75.0,72
Tom Cairney,sct SCO,Fulham,MF,34-097,22.0,2.0,494.0,1.0,0.0,3.0,1.0,0.2,1.0,14.0,47.0,29.0,0.18,0.0,0.04,0.17,N/a,N/a,N/a,N/a,40.0,0.36,0.2,23.3,533.0,90.4,7576.0,93.4,93.3,10.0,46.0,7.0,3.0,47.0,28.0,5.08,3.0,0.54,11.0,5.0,7.0,8.0,5.0,1.0,4.0,4.0,576.0,6.0,83.0,305.0,196.0,12.0,12.0,33.3,33.3,385.0,884.0,14.0,15.0,4.0,5.0,4.0,468.0,29.0,8.0,17.0,0.0,17.0,44.0,4.0,33.3,72
Tommy Doyle,eng ENG,Wolves,MF,23-192,24.0,3.0,488.0,0.0,1.0,1.0,0.0,0.6,0.5,6.0,40.0,4.0,0.0,0.18,0.1,0.09,N/a,N/a,N/a,N/a,22.2,0.37,0.0,24.5,392.0,81.9,6591.0,94.1,89.0,7.0,44.0,3.0,0.0,40.0,17.0,3.13,3.0,0.55,11.0,6.0,15.0,6.0,11.0,5.0,6.0,5.0,463.0,22.0,128.0,258.0,80.0,4.0,9.0,55.6,11.1,260.0,578.0,6.0,3.0,0.0,9.0,4.0,303.0,4.0,5.0,5.0,0.0,15.0,43.0,1.0,14.3,72
Tomáš Souček,cz CZE,West Ham,MF,30-059,31.0,26.0,2251.0,8.0,1.0,8.0,0.0,5.9,1.0,6.0,68.0,63.0,0.32,0.04,0.24,0.04,N/a,N/a,N/a,N/a,28.0,0.56,0.16,11.2,844.0,73.8,10496.0,78.8,77.2,14.0,58.0,8.0,1.0,68.0,43.0,1.72,3.0,0.12,40.0,19.0,37.0,65.0,34.0,17.0,17.0,18.0,1115.0,110.0,309.0,544.0,266.0,97.0,11.0,54.5,45.5,430.0,448.0,6.0,10.0,3.0,16.0,10.0,666.0,63.0,41.0,24.0,4.0,11.0,52.0,90.0,58.1,72
Tosin Adarabioyo,eng ENG,Chelsea,DF,27-215,20.0,13.0,1229.0,1.0,1.0,3.0,0.0,0.9,0.2,5.0,37.0,1.0,0.07,0.07,0.07,0.02,N/a,N/a,N/a,N/a,16.7,0.15,0.08,12.5,1081.0,91.4,18105.0,95.7,94.9,1.0,53.0,1.0,0.0,37.0,12.0,0.88,1.0,0.07,14.0,10.0,12.0,26.0,9.0,7.0,2.0,10.0,1198.0,160.0,570.0,603.0,26.0,13.0,5.0,80.0,0.0,713.0,1690.0,5.0,2.0,0.0,3.0,0.0,916.0,1.0,8.0,6.0,1.0,0.0,34.0,36.0,58.1,72
Toti Gomes,pt POR,Wolves,DF,26-101,27.0,26.0,2254.0,0.0,1.0,6.0,0.0,0.7,0.9,21.0,67.0,13.0,0.0,0.04,0.03,0.04,N/a,N/a,N/a,N/a,28.6,0.08,0.0,11.6,1441.0,85.2,20581.0,91.6,92.1,8.0,71.0,5.0,3.0,67.0,20.0,0.8,1.0,0.04,51.0,37.0,35.0,24.0,27.0,17.0,10.0,22.0,1711.0,198.0,811.0,827.0,92.0,15.0,26.0,65.4,26.9,990.0,2583.0,21.0,18.0,0.0,16.0,13.0,1160.0,13.0,22.0,14.0,4.0,12.0,95.0,47.0,66.2,72
Trent Alexander-Arnold,eng ENG,Liverpool,DF,26-202,29.0,26.0,2165.0,3.0,6.0,5.0,0.0,1.6,6.7,48.0,204.0,87.0,0.12,0.25,0.07,0.28,N/a,N/a,N/a,N/a,20.5,0.33,0.08,23.4,1799.0,73.7,25464.0,89.9,76.0,50.0,189.0,62.0,20.0,204.0,92.0,3.82,10.0,0.42,68.0,48.0,100.0,12.0,25.0,8.0,17.0,30.0,2059.0,82.0,549.0,913.0,611.0,40.0,29.0,44.8,48.3,1083.0,2686.0,48.0,35.0,8.0,19.0,15.0,1307.0,87.0,9.0,7.0,1.0,142.0,122.0,3.0,20.0,72
Trevoh Chalobah,eng ENG,Chelsea,DF,25-296,11.0,9.0,746.0,0.0,1.0,1.0,0.0,0.7,1.2,4.0,34.0,2.0,0.0,0.12,0.09,0.14,N/a,N/a,N/a,N/a,33.3,0.24,0.0,10.8,591.0,90.2,9186.0,94.8,94.8,3.0,37.0,3.0,0.0,34.0,12.0,1.45,3.0,0.36,7.0,4.0,6.0,10.0,4.0,2.0,2.0,7.0,668.0,55.0,279.0,340.0,54.0,11.0,3.0,33.3,0.0,373.0,696.0,4.0,2.0,0.0,3.0,2.0,501.0,2.0,6.0,5.0,0.0,3.0,25.0,22.0,68.8,72
Tyler Adams,us USA,Bournemouth,MF,26-072,23.0,16.0,1530.0,0.0,3.0,6.0,0.0,1.6,0.8,12.0,61.0,7.0,0.0,0.18,0.09,0.05,N/a,N/a,N/a,N/a,25.0,0.12,0.0,16.1,811.0,83.1,10605.0,88.2,87.9,14.0,52.0,2.0,1.0,61.0,35.0,2.06,4.0,0.24,74.0,45.0,62.0,15.0,27.0,7.0,20.0,29.0,1041.0,46.0,270.0,601.0,182.0,15.0,16.0,18.8,56.3,491.0,1059.0,12.0,17.0,1.0,25.0,9.0,555.0,7.0,40.0,18.0,0.0,3.0,91.0,29.0,65.9,72
