Player,Nation,Team,Pos,Age,MP,Starts,Min,Goals,Assists,Yellow_Card,Red_Card,stand_xG,xAG,PrgC,PrgP,PrgR,Gls,Ast,xG,xGA,GA90,Save%,CS%,PKsv%,SoT%,SoT/90,G/Sh,Dist,Cmp,Cmp%,TotDist,Short_Cmp%,Medium_Cmp%,KP,1/3,PPA,CrsPA,PrgP_passing,SCA,SCA90,GCA,GCA90,Tkl,TklW,Att,Lost,Blocks,Sh,Pass,Int,Touches,Def_Pen,Def_3rd,Mid_3rd,Att_3rd,Att_Pen,Att_take_ons,Succ%,Tkld%,Carries,ProDist,ProgC,1/3_carries,CPA,Mis,Dis,Rec,PrgR_possession,Fls,Fld,Off,Crs,Recov,Won,Won%,Available_Data_Count
Joško Gvardiol,hr CRO,Manchester City,DF,23-094,33.0,32.0,2917.0,5.0,0.0,2.0,0.0,4.4,2.0,78.0,240.0,96.0,0.15,0.0,0.13,0.06,N/a,N/a,N/a,N/a,29.7,0.34,0.14,13.0,2464.0,90.9,36418.0,94.3,93.1,25.0,225.0,19.0,1.0,240.0,69.0,2.13,7.0,0.22,51.0,34.0,37.0,33.0,39.0,19.0,20.0,36.0,2808.0,141.0,703.0,1412.0,716.0,85.0,40.0,57.5,35.0,1826.0,5505.0,78.0,91.0,13.0,24.0,16.0,2062.0,96.0,13.0,21.0,2.0,19.0,130.0,48.0,59.3,72
Julian Araujo,mx MEX,Bournemouth,DF,23-257,9.0,5.0,362.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,14.0,18.0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,0.0,N/a,N/a,181.0,79.0,2451.0,89.5,84.4,0.0,15.0,1.0,0.0,14.0,4.0,0.99,0.0,0.0,7.0,3.0,10.0,6.0,3.0,0.0,3.0,4.0,216.0,15.0,71.0,105.0,45.0,2.0,0.0,N/a,N/a,96.0,195.0,3.0,1.0,0.0,4.0,2.0,114.0,18.0,4.0,1.0,0.0,5.0,26.0,2.0,25.0,67
Julio Enciso,py PAR,Brighton,"MF,FW",21-094,12.0,2.0,294.0,0.0,0.0,0.0,0.0,1.0,0.2,11.0,14.0,17.0,0.0,0.0,0.31,0.07,N/a,N/a,N/a,N/a,55.0,3.37,0.0,21.3,150.0,66.0,1464.0,81.3,72.5,5.0,13.0,4.0,1.0,14.0,12.0,3.69,0.0,0.0,0.0,0.0,2.0,5.0,2.0,0.0,2.0,0.0,202.0,2.0,17.0,72.0,116.0,20.0,21.0,47.6,38.1,114.0,386.0,11.0,10.0,4.0,7.0,9.0,141.0,17.0,3.0,7.0,0.0,20.0,15.0,6.0,54.5,72
Jurriën Timber,nl NED,Arsenal,DF,23-314,30.0,27.0,2417.0,1.0,3.0,7.0,0.0,1.2,0.8,57.0,146.0,104.0,0.04,0.11,0.05,0.03,N/a,N/a,N/a,N/a,28.6,0.15,0.07,14.1,1395.0,85.6,17327.0,91.0,86.0,17.0,107.0,17.0,2.0,146.0,52.0,1.94,9.0,0.34,58.0,38.0,27.0,20.0,19.0,4.0,15.0,22.0,1661.0,51.0,304.0,859.0,505.0,66.0,53.0,45.3,45.3,890.0,2076.0,57.0,27.0,11.0,33.0,24.0,1052.0,104.0,31.0,29.0,6.0,28.0,94.0,22.0,52.4,72
Justin Devenny,nir NIR,Crystal Palace,MF,21-198,20.0,4.0,429.0,1.0,0.0,1.0,0.0,0.7,0.4,4.0,16.0,12.0,0.21,0.0,0.14,0.09,N/a,N/a,N/a,N/a,50.0,0.84,0.13,21.2,170.0,70.6,1883.0,80.5,69.0,6.0,15.0,4.0,1.0,16.0,11.0,2.3,0.0,0.0,14.0,9.0,14.0,13.0,3.0,0.0,3.0,0.0,232.0,7.0,42.0,115.0,80.0,7.0,4.0,50.0,50.0,109.0,274.0,4.0,5.0,1.0,16.0,2.0,140.0,12.0,7.0,0.0,1.0,17.0,21.0,2.0,13.3,72
Justin Kluivert,nl NED,Bournemouth,"MF,FW",25-357,29.0,25.0,2026.0,12.0,6.0,7.0,0.0,9.9,4.8,68.0,94.0,142.0,0.53,0.27,0.44,0.21,N/a,N/a,N/a,N/a,44.0,0.98,0.12,20.1,671.0,73.8,7749.0,83.1,76.0,44.0,40.0,31.0,6.0,94.0,92.0,4.08,11.0,0.49,21.0,9.0,19.0,23.0,20.0,0.0,20.0,13.0,937.0,23.0,91.0,314.0,552.0,114.0,81.0,40.7,46.9,553.0,2006.0,68.0,46.0,34.0,46.0,24.0,607.0,142.0,39.0,27.0,5.0,76.0,68.0,7.0,23.3,72
Jáder Durán,co COL,Aston Villa,FW,21-135,20.0,4.0,638.0,7.0,0.0,3.0,1.0,4.9,0.2,7.0,13.0,44.0,0.99,0.0,0.69,0.03,N/a,N/a,N/a,N/a,48.4,2.12,0.23,15.6,163.0,70.6,1558.0,81.0,68.0,4.0,10.0,1.0,0.0,13.0,18.0,2.54,1.0,0.14,8.0,7.0,4.0,19.0,5.0,0.0,5.0,0.0,263.0,13.0,36.0,110.0,122.0,47.0,14.0,21.4,64.3,133.0,267.0,7.0,7.0,2.0,16.0,15.0,192.0,44.0,14.0,15.0,5.0,3.0,19.0,19.0,50.0,72
Jørgen Strand Larsen,no NOR,Wolves,FW,25-080,32.0,29.0,2463.0,13.0,2.0,4.0,0.0,10.3,2.4,16.0,28.0,105.0,0.48,0.07,0.37,0.09,N/a,N/a,N/a,N/a,60.4,1.17,0.25,11.5,430.0,63.0,3531.0,70.2,62.9,19.0,18.0,4.0,1.0,28.0,40.0,1.46,5.0,0.18,9.0,6.0,27.0,96.0,18.0,4.0,14.0,5.0,694.0,34.0,83.0,328.0,284.0,104.0,17.0,41.2,58.8,325.0,445.0,16.0,13.0,9.0,88.0,32.0,506.0,105.0,46.0,18.0,14.0,6.0,42.0,66.0,40.7,72
Kai Havertz,de GER,Arsenal,"FW,MF",25-320,21.0,21.0,1839.0,9.0,3.0,4.0,0.0,9.4,2.4,34.0,59.0,110.0,0.44,0.15,0.46,0.12,N/a,N/a,N/a,N/a,40.4,1.03,0.17,11.7,511.0,78.5,4833.0,84.1,82.5,16.0,26.0,8.0,1.0,59.0,41.0,2.01,3.0,0.15,16.0,9.0,15.0,73.0,22.0,4.0,18.0,6.0,768.0,31.0,88.0,282.0,403.0,103.0,38.0,23.7,63.2,411.0,922.0,34.0,23.0,18.0,42.0,22.0,575.0,110.0,36.0,21.0,14.0,11.0,39.0,62.0,45.9,72
Kalvin Phillips,eng ENG,Ipswich Town,MF,29-146,18.0,14.0,1214.0,0.0,0.0,6.0,1.0,0.4,0.2,4.0,49.0,4.0,0.0,0.0,0.03,0.02,N/a,N/a,N/a,N/a,20.0,0.15,0.0,24.2,537.0,79.3,8392.0,82.9,86.6,5.0,48.0,6.0,1.0,49.0,17.0,1.26,3.0,0.22,34.0,19.0,38.0,21.0,35.0,6.0,29.0,19.0,722.0,60.0,220.0,388.0,118.0,4.0,12.0,41.7,50.0,302.0,541.0,4.0,5.0,0.0,24.0,10.0,383.0,4.0,28.0,19.0,0.0,18.0,68.0,7.0,25.0,72
Kamaldeen Sulemana,gh GHA,Southampton,"FW,MF",23-071,22.0,13.0,1122.0,1.0,1.0,1.0,0.0,1.3,0.7,56.0,25.0,72.0,0.08,0.08,0.11,0.06,N/a,N/a,N/a,N/a,32.0,0.64,0.04,18.5,297.0,79.1,3417.0,89.7,81.6,9.0,6.0,11.0,6.0,25.0,27.0,2.17,3.0,0.24,16.0,14.0,13.0,20.0,9.0,0.0,9.0,6.0,483.0,13.0,64.0,178.0,259.0,48.0,90.0,36.7,55.6,313.0,1369.0,56.0,34.0,23.0,37.0,22.0,338.0,72.0,18.0,10.0,2.0,24.0,51.0,8.0,28.6,72
Kaoru Mitoma,jp JPN,Brighton,"FW,MF",27-342,33.0,28.0,2521.0,9.0,3.0,1.0,0.0,8.8,4.4,138.0,82.0,277.0,0.32,0.11,0.32,0.16,N/a,N/a,N/a,N/a,46.3,0.89,0.17,13.9,931.0,75.3,9127.0,86.7,70.5,35.0,34.0,32.0,8.0,82.0,83.0,2.96,8.0,0.29,43.0,26.0,46.0,27.0,46.0,3.0,43.0,13.0,1300.0,15.0,148.0,445.0,734.0,156.0,127.0,38.6,57.5,785.0,3659.0,138.0,76.0,55.0,49.0,22.0,911.0,277.0,39.0,23.0,5.0,72.0,92.0,24.0,47.1,72
Kasey McAteer,ie IRL,Leicester City,"FW,MF",23-156,14.0,5.0,529.0,0.0,1.0,2.0,0.0,0.6,0.5,14.0,10.0,48.0,0.0,0.17,0.1,0.08,N/a,N/a,N/a,N/a,37.5,0.51,0.0,16.7,179.0,70.4,1750.0,84.0,71.4,6.0,6.0,6.0,2.0,10.0,16.0,2.72,2.0,0.34,12.0,9.0,18.0,15.0,12.0,1.0,11.0,3.0,256.0,16.0,49.0,99.0,114.0,19.0,16.0,12.5,62.5,157.0,433.0,14.0,9.0,7.0,10.0,7.0,174.0,48.0,14.0,13.0,2.0,14.0,30.0,10.0,40.0,72
Keane Lewis-Potter,eng ENG,Brentford,"DF,FW",24-064,33.0,31.0,2714.0,1.0,3.0,5.0,0.0,2.6,3.0,92.0,88.0,143.0,0.03,0.1,0.08,0.1,N/a,N/a,N/a,N/a,51.9,0.46,0.04,20.5,1112.0,77.2,14139.0,89.4,79.0,22.0,56.0,40.0,14.0,88.0,65.0,2.16,8.0,0.27,44.0,26.0,42.0,33.0,24.0,9.0,15.0,19.0,1414.0,93.0,430.0,542.0,460.0,69.0,94.0,40.4,50.0,747.0,2921.0,92.0,61.0,34.0,42.0,18.0,835.0,143.0,14.0,27.0,4.0,67.0,131.0,26.0,44.1,72
Kenny Tete,nl NED,Fulham,DF,29-200,18.0,17.0,1438.0,0.0,2.0,3.0,0.0,1.2,0.9,33.0,46.0,45.0,0.0,0.13,0.08,0.05,N/a,N/a,N/a,N/a,9.1,0.13,0.0,16.0,793.0,81.2,10245.0,91.7,79.9,7.0,56.0,7.0,5.0,46.0,30.0,1.88,3.0,0.19,49.0,34.0,32.0,12.0,20.0,6.0,14.0,28.0,995.0,57.0,319.0,406.0,278.0,32.0,18.0,44.4,27.8,517.0,1208.0,33.0,20.0,7.0,16.0,11.0,573.0,45.0,25.0,14.0,0.0,26.0,61.0,18.0,60.0,72
Kepa Arrizabalaga,es ESP,Bournemouth,GK,30-206,26.0,26.0,2340.0,0.0,0.0,3.0,0.0,0.1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.27,75.0,26.9,0.0,0.0,0.0,0.0,9.7,861.0,71.8,17014.0,98.0,98.1,1.0,8.0,0.0,0.0,2.0,4.0,0.15,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,912.0,670.0,886.0,25.0,1.0,1.0,1.0,100.0,0.0,521.0,1477.0,0.0,0.0,0.0,0.0,0.0,406.0,0.0,2.0,5.0,0.0,0.0,46.0,6.0,85.7,76
Kevin Danso,at AUT,Tottenham,DF,26-220,5.0,4.0,392.0,0.0,0.0,0.0,0.0,0.4,0.0,10.0,16.0,1.0,0.0,0.0,0.08,0.01,N/a,N/a,N/a,N/a,40.0,0.46,0.0,15.0,339.0,90.6,5519.0,92.8,95.4,1.0,20.0,2.0,1.0,16.0,6.0,1.38,2.0,0.46,5.0,4.0,6.0,7.0,4.0,4.0,0.0,2.0,395.0,45.0,204.0,170.0,23.0,7.0,2.0,50.0,50.0,282.0,800.0,10.0,4.0,0.0,7.0,1.0,297.0,1.0,4.0,5.0,0.0,1.0,14.0,9.0,56.3,72
Kevin De Bruyne,be BEL,Manchester City,"MF,FW",33-303,24.0,16.0,1455.0,3.0,7.0,2.0,0.0,3.4,7.6,47.0,128.0,132.0,0.19,0.43,0.21,0.47,N/a,N/a,N/a,N/a,27.1,0.8,0.06,21.9,1000.0,75.6,12912.0,85.1,76.7,51.0,75.0,48.0,10.0,128.0,101.0,6.24,11.0,0.68,15.0,8.0,21.0,14.0,8.0,0.0,8.0,7.0,1153.0,10.0,70.0,391.0,702.0,66.0,30.0,40.0,46.7,677.0,1825.0,47.0,43.0,18.0,24.0,25.0,862.0,132.0,14.0,16.0,5.0,115.0,53.0,4.0,22.2,72
Kevin Schade,de GER,Brentford,FW,23-151,33.0,21.0,1931.0,7.0,2.0,3.0,0.0,6.2,3.3,54.0,32.0,139.0,0.33,0.09,0.29,0.16,N/a,N/a,N/a,N/a,42.2,0.89,0.16,11.9,475.0,58.7,4339.0,69.2,60.1,19.0,29.0,9.0,3.0,32.0,46.0,2.15,8.0,0.37,34.0,23.0,20.0,62.0,14.0,2.0,12.0,5.0,757.0,37.0,124.0,209.0,439.0,121.0,75.0,34.7,57.3,382.0,1236.0,54.0,26.0,33.0,48.0,33.0,468.0,139.0,19.0,31.0,13.0,36.0,71.0,75.0,54.7,72
Kieran Tierney,sct SCO,Arsenal,"DF,FW",27-326,10.0,1.0,181.0,0.0,0.0,0.0,0.0,0.2,0.9,5.0,12.0,22.0,0.0,0.0,0.1,0.43,N/a,N/a,N/a,N/a,0.0,0.0,0.0,2.6,117.0,82.1,1508.0,94.5,78.3,7.0,7.0,5.0,2.0,12.0,8.0,3.98,0.0,0.0,5.0,4.0,5.0,5.0,0.0,0.0,0.0,2.0,133.0,4.0,20.0,46.0,67.0,4.0,3.0,33.3,33.3,58.0,125.0,5.0,3.0,1.0,1.0,0.0,90.0,22.0,0.0,2.0,2.0,10.0,3.0,3.0,37.5,72
Kieran Trippier,eng ENG,Newcastle Utd,DF,34-220,23.0,13.0,1192.0,0.0,3.0,1.0,0.0,0.1,1.3,25.0,106.0,52.0,0.0,0.23,0.01,0.1,N/a,N/a,N/a,N/a,0.0,0.0,0.0,22.2,1146.0,82.1,16020.0,94.1,85.4,19.0,65.0,17.0,2.0,106.0,49.0,3.7,6.0,0.45,36.0,19.0,34.0,14.0,9.0,3.0,6.0,11.0,1264.0,45.0,353.0,549.0,370.0,12.0,7.0,57.1,42.9,563.0,1140.0,25.0,13.0,4.0,11.0,7.0,780.0,52.0,16.0,10.0,2.0,74.0,61.0,19.0,57.6,72
Kiernan Dewsbury-Hall,eng ENG,Chelsea,"MF,FW",26-233,12.0,2.0,259.0,0.0,1.0,0.0,0.0,0.2,1.1,5.0,14.0,11.0,0.0,0.35,0.08,0.37,N/a,N/a,N/a,N/a,0.0,0.0,0.0,7.8,152.0,83.6,1898.0,91.5,83.9,3.0,12.0,3.0,0.0,14.0,5.0,1.73,1.0,0.35,8.0,5.0,6.0,1.0,2.0,0.0,2.0,1.0,181.0,4.0,28.0,95.0,58.0,6.0,4.0,50.0,50.0,93.0,221.0,5.0,1.0,0.0,1.0,3.0,137.0,11.0,4.0,6.0,0.0,2.0,9.0,0.0,0.0,72
Kobbie Mainoo,eng ENG,Manchester Utd,MF,20-008,20.0,16.0,1352.0,0.0,0.0,5.0,0.0,0.5,1.5,19.0,55.0,36.0,0.0,0.0,0.04,0.1,N/a,N/a,N/a,N/a,9.1,0.07,0.0,20.4,705.0,86.2,8062.0,92.0,88.4,13.0,45.0,9.0,0.0,55.0,26.0,1.73,1.0,0.07,38.0,24.0,34.0,25.0,15.0,2.0,13.0,18.0,888.0,17.0,170.0,503.0,223.0,31.0,42.0,47.6,47.6,547.0,1045.0,19.0,13.0,9.0,27.0,31.0,631.0,36.0,24.0,19.0,2.0,4.0,74.0,17.0,40.5,72
Konstantinos Mavropanos,gr GRE,West Ham,DF,27-137,30.0,20.0,1944.0,0.0,0.0,6.0,1.0,1.5,0.5,16.0,59.0,2.0,0.0,0.0,0.07,0.02,N/a,N/a,N/a,N/a,27.8,0.23,0.0,14.7,1177.0,85.9,20025.0,91.4,92.2,5.0,60.0,4.0,1.0,59.0,16.0,0.74,0.0,0.0,32.0,22.0,25.0,24.0,23.0,17.0,6.0,38.0,1429.0,222.0,744.0,631.0,62.0,24.0,17.0,52.9,29.4,783.0,2128.0,16.0,10.0,1.0,12.0,0.0,935.0,2.0,17.0,14.0,3.0,2.0,67.0,56.0,70.0,72
Kosta Nedeljković,rs SRB,Aston Villa,DF,19-132,5.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,0.0,N/a,N/a,53.0,88.7,853.0,95.7,84.0,0.0,5.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,7.0,5.0,3.0,1.0,1.0,0.0,1.0,0.0,66.0,4.0,15.0,32.0,19.0,0.0,2.0,50.0,50.0,27.0,33.0,1.0,0.0,0.0,1.0,0.0,32.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,69
Kostas Tsimikas,gr GRE,Liverpool,DF,28-350,16.0,7.0,666.0,0.0,1.0,2.0,0.0,0.4,1.8,15.0,67.0,38.0,0.0,0.14,0.05,0.25,N/a,N/a,N/a,N/a,50.0,0.27,0.0,16.1,534.0,83.7,7676.0,94.3,88.3,11.0,39.0,9.0,3.0,67.0,23.0,3.1,2.0,0.27,27.0,17.0,19.0,6.0,5.0,2.0,3.0,10.0,607.0,24.0,136.0,280.0,195.0,11.0,8.0,50.0,25.0,298.0,671.0,15.0,5.0,2.0,4.0,4.0,382.0,38.0,9.0,6.0,1.0,53.0,26.0,5.0,45.5,72
Kristoffer Ajer,no NOR,Brentford,DF,27-010,20.0,17.0,1388.0,0.0,0.0,4.0,0.0,0.8,1.2,27.0,52.0,42.0,0.0,0.0,0.05,0.08,N/a,N/a,N/a,N/a,37.5,0.19,0.0,10.2,616.0,78.2,7521.0,86.8,79.7,8.0,41.0,7.0,4.0,52.0,18.0,1.17,2.0,0.13,24.0,16.0,26.0,22.0,17.0,4.0,13.0,12.0,762.0,51.0,255.0,355.0,158.0,35.0,16.0,43.8,50.0,373.0,1164.0,27.0,11.0,2.0,15.0,12.0,475.0,42.0,11.0,6.0,1.0,14.0,41.0,27.0,55.1,72
Kyle Walker,eng ENG,Manchester City,DF,34-334,15.0,9.0,970.0,0.0,0.0,3.0,0.0,0.1,0.4,12.0,64.0,11.0,0.0,0.0,0.01,0.04,N/a,N/a,N/a,N/a,40.0,0.19,0.0,27.7,826.0,87.7,11928.0,94.6,91.3,7.0,63.0,7.0,4.0,64.0,17.0,1.58,0.0,0.0,17.0,10.0,26.0,7.0,13.0,4.0,9.0,3.0,892.0,26.0,197.0,473.0,228.0,5.0,6.0,50.0,33.3,499.0,1106.0,12.0,13.0,0.0,9.0,2.0,630.0,11.0,6.0,5.0,1.0,14.0,46.0,9.0,56.3,72
Kyle Walker-Peters,eng ENG,Southampton,DF,28-014,32.0,32.0,2828.0,0.0,2.0,5.0,0.0,0.8,2.7,110.0,134.0,139.0,0.0,0.06,0.02,0.09,N/a,N/a,N/a,N/a,30.0,0.19,0.0,18.3,1648.0,88.0,21836.0,93.8,89.7,23.0,117.0,29.0,4.0,134.0,61.0,1.94,7.0,0.22,43.0,28.0,34.0,21.0,25.0,14.0,11.0,18.0,1972.0,149.0,603.0,856.0,529.0,58.0,88.0,40.9,44.3,1225.0,4221.0,110.0,68.0,23.0,33.0,37.0,1390.0,139.0,28.0,49.0,2.0,51.0,130.0,11.0,34.4,72
Lamare Bogarde,nl NED,Aston Villa,"DF,MF",21-112,8.0,5.0,476.0,0.0,0.0,2.0,0.0,0.0,0.1,12.0,14.0,9.0,0.0,0.0,0.01,0.02,N/a,N/a,N/a,N/a,100.0,0.19,0.0,20.2,272.0,88.2,3682.0,92.8,92.2,2.0,24.0,1.0,0.0,14.0,10.0,1.89,1.0,0.19,14.0,6.0,16.0,6.0,5.0,3.0,2.0,1.0,325.0,16.0,95.0,191.0,40.0,4.0,4.0,50.0,25.0,173.0,599.0,12.0,6.0,1.0,6.0,8.0,212.0,9.0,8.0,11.0,0.0,0.0,13.0,6.0,50.0,72
Leandro Trossard,be BEL,Arsenal,FW,30-144,34.0,25.0,2264.0,8.0,5.0,4.0,1.0,6.6,5.1,71.0,91.0,202.0,0.32,0.2,0.26,0.2,N/a,N/a,N/a,N/a,30.3,0.8,0.12,16.0,837.0,73.6,10098.0,84.8,76.0,36.0,40.0,41.0,9.0,91.0,78.0,3.1,6.0,0.24,25.0,16.0,31.0,21.0,28.0,0.0,28.0,9.0,1118.0,15.0,117.0,350.0,667.0,137.0,70.0,41.4,44.3,710.0,1879.0,71.0,47.0,27.0,53.0,42.0,836.0,202.0,24.0,41.0,5.0,78.0,90.0,6.0,22.2,72
Leif Davis,eng ENG,Ipswich Town,DF,25-105,31.0,30.0,2563.0,1.0,2.0,5.0,1.0,0.9,4.3,48.0,55.0,117.0,0.04,0.07,0.03,0.15,N/a,N/a,N/a,N/a,14.3,0.07,0.07,20.4,1194.0,71.5,14708.0,86.0,77.4,54.0,30.0,26.0,11.0,55.0,85.0,2.98,4.0,0.14,45.0,26.0,46.0,22.0,24.0,8.0,16.0,25.0,1459.0,115.0,517.0,484.0,477.0,36.0,37.0,35.1,45.9,659.0,1940.0,48.0,27.0,10.0,36.0,14.0,770.0,117.0,25.0,30.0,3.0,148.0,111.0,33.0,60.0,72
Leny Yoro,fr FRA,Manchester Utd,DF,19-165,18.0,10.0,979.0,0.0,0.0,5.0,0.0,0.7,0.0,17.0,43.0,4.0,0.0,0.0,0.06,0.0,N/a,N/a,N/a,N/a,20.0,0.09,0.0,8.6,655.0,92.4,9807.0,95.1,94.5,0.0,42.0,2.0,1.0,43.0,5.0,0.46,0.0,0.0,23.0,10.0,15.0,13.0,5.0,3.0,2.0,17.0,764.0,70.0,355.0,359.0,52.0,10.0,3.0,33.3,66.7,527.0,1446.0,17.0,10.0,1.0,2.0,2.0,563.0,4.0,8.0,1.0,1.0,1.0,34.0,14.0,51.9,72
Leon Bailey,jm JAM,Aston Villa,"FW,MF",27-261,23.0,14.0,1138.0,1.0,2.0,3.0,0.0,1.7,1.5,57.0,35.0,121.0,0.08,0.16,0.14,0.12,N/a,N/a,N/a,N/a,21.4,0.47,0.04,17.3,386.0,70.7,4275.0,81.4,81.1,16.0,16.0,20.0,2.0,35.0,38.0,3.01,4.0,0.32,6.0,4.0,10.0,9.0,6.0,0.0,6.0,3.0,539.0,18.0,76.0,155.0,318.0,69.0,57.0,38.6,42.1,344.0,1334.0,57.0,22.0,33.0,35.0,25.0,386.0,121.0,12.0,18.0,3.0,34.0,59.0,6.0,40.0,72
Lesley Ugochukwu,fr FRA,Southampton,MF,21-032,23.0,15.0,1447.0,1.0,1.0,5.0,0.0,0.8,1.0,27.0,48.0,20.0,0.06,0.06,0.05,0.06,N/a,N/a,N/a,N/a,11.1,0.06,0.11,18.4,635.0,84.4,8330.0,86.9,91.9,14.0,50.0,6.0,1.0,48.0,23.0,1.43,1.0,0.06,46.0,22.0,32.0,17.0,25.0,9.0,16.0,12.0,793.0,45.0,191.0,446.0,162.0,23.0,26.0,69.2,26.9,431.0,1122.0,27.0,14.0,6.0,11.0,10.0,538.0,20.0,26.0,14.0,0.0,6.0,59.0,18.0,51.4,72
Levi Colwill,eng ENG,Chelsea,DF,22-060,31.0,31.0,2789.0,1.0,1.0,8.0,0.0,1.3,1.1,13.0,124.0,11.0,0.03,0.03,0.04,0.04,N/a,N/a,N/a,N/a,18.8,0.1,0.06,9.9,2418.0,89.6,39487.0,92.7,95.3,14.0,144.0,7.0,3.0,124.0,37.0,1.19,3.0,0.1,40.0,28.0,25.0,51.0,34.0,24.0,10.0,31.0,2669.0,330.0,1241.0,1310.0,128.0,35.0,10.0,60.0,40.0,1526.0,3857.0,13.0,11.0,1.0,13.0,8.0,1964.0,11.0,42.0,18.0,4.0,13.0,108.0,76.0,59.8,72
Lewis Cook,eng ENG,Bournemouth,"MF,DF",28-083,32.0,29.0,2707.0,1.0,3.0,8.0,0.0,0.9,4.1,33.0,152.0,48.0,0.03,0.1,0.03,0.14,N/a,N/a,N/a,N/a,28.6,0.13,0.07,23.4,1473.0,76.6,19646.0,84.7,84.8,47.0,149.0,25.0,10.0,152.0,86.0,2.86,5.0,0.17,76.0,41.0,65.0,34.0,28.0,10.0,18.0,40.0,1768.0,80.0,412.0,928.0,447.0,19.0,17.0,58.8,41.2,777.0,2099.0,33.0,28.0,4.0,29.0,16.0,886.0,48.0,46.0,10.0,3.0,125.0,178.0,40.0,54.1,72
Lewis Dunk,eng ENG,Brighton,DF,33-157,24.0,22.0,1993.0,0.0,0.0,5.0,0.0,0.8,0.5,20.0,140.0,3.0,0.0,0.0,0.04,0.02,N/a,N/a,N/a,N/a,25.0,0.14,0.0,12.1,1893.0,90.8,31990.0,96.2,95.1,6.0,154.0,6.0,0.0,140.0,18.0,0.81,3.0,0.14,17.0,10.0,19.0,30.0,26.0,17.0,9.0,12.0,2058.0,244.0,969.0,987.0,112.0,21.0,1.0,0.0,100.0,1294.0,3216.0,20.0,18.0,0.0,8.0,3.0,1508.0,3.0,7.0,9.0,2.0,5.0,101.0,49.0,62.0,72
Lewis Hall,eng ENG,Newcastle Utd,DF,20-231,27.0,24.0,2189.0,0.0,4.0,3.0,0.0,0.4,4.3,41.0,123.0,80.0,0.0,0.16,0.02,0.18,N/a,N/a,N/a,N/a,9.1,0.04,0.0,18.8,1592.0,81.7,21999.0,91.3,85.1,34.0,114.0,17.0,5.0,123.0,63.0,2.59,6.0,0.25,58.0,41.0,74.0,31.0,33.0,18.0,15.0,18.0,1820.0,95.0,623.0,804.0,414.0,47.0,21.0,52.4,33.3,950.0,2358.0,41.0,22.0,13.0,33.0,20.0,1094.0,80.0,9.0,21.0,1.0,110.0,119.0,30.0,49.2,72
Lewis Miley,eng ENG,Newcastle Utd,MF,18-361,12.0,1.0,249.0,1.0,0.0,0.0,0.0,0.5,0.0,2.0,14.0,7.0,0.36,0.0,0.2,0.01,N/a,N/a,N/a,N/a,66.7,0.72,0.33,14.6,162.0,87.7,2084.0,88.9,96.1,1.0,10.0,4.0,0.0,14.0,3.0,1.08,0.0,0.0,11.0,9.0,11.0,5.0,5.0,1.0,4.0,2.0,198.0,5.0,37.0,105.0,57.0,5.0,3.0,33.3,33.3,95.0,186.0,2.0,1.0,0.0,5.0,1.0,141.0,7.0,3.0,1.0,0.0,0.0,16.0,5.0,50.0,72
Liam Delap,eng ENG,Ipswich Town,FW,22-078,33.0,30.0,2424.0,12.0,2.0,9.0,0.0,9.1,1.9,59.0,30.0,104.0,0.45,0.07,0.34,0.07,N/a,N/a,N/a,N/a,43.5,1.0,0.16,16.0,341.0,61.0,2883.0,70.1,63.5,20.0,16.0,6.0,0.0,30.0,60.0,2.23,7.0,0.26,10.0,7.0,14.0,67.0,8.0,0.0,8.0,2.0,647.0,29.0,76.0,271.0,320.0,87.0,80.0,46.3,43.8,422.0,1485.0,59.0,44.0,28.0,96.0,55.0,507.0,104.0,65.0,48.0,13.0,5.0,64.0,52.0,43.7,72
Lisandro Martínez,ar ARG,Manchester Utd,DF,27-099,20.0,20.0,1751.0,2.0,1.0,7.0,0.0,1.3,1.1,23.0,117.0,7.0,0.1,0.05,0.07,0.06,N/a,N/a,N/a,N/a,35.3,0.31,0.12,15.9,1342.0,89.4,20292.0,94.2,93.0,9.0,91.0,18.0,2.0,117.0,26.0,1.34,2.0,0.1,40.0,24.0,36.0,13.0,22.0,8.0,14.0,32.0,1524.0,156.0,713.0,697.0,125.0,18.0,7.0,85.7,14.3,1017.0,3129.0,23.0,23.0,2.0,1.0,3.0,1069.0,7.0,22.0,7.0,0.0,9.0,81.0,16.0,55.2,72
